,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　　　,8歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　　　,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女
92年,27603,25932,18013,16269,15965,14927,21139,19536,13100,12139,19568,17981,3470,3205,3821,3587,4104,3737,9617,8853,3740,3576,4912,4464,3469,3262,6474,5982,1638,1526,2494,2467,559,549,2887,2704,3135,2964,2241,2138,377,352,41,50,27481,25509,17796,16145,16137,14414,21043,19415,12922,12151,19542,17809,3362,3232,3848,3697,4252,3726,9612,8794,3954,3648,4736,4380,3408,3280,6460,6009,1737,1497,2506,2397,576,525,2816,2729,3066,2838,2264,2042,375,351,44,47,28271,25812,17952,16287,15676,14436,21179,19716,13332,12730,19761,18319,3535,3453,3824,3474,4238,3876,9869,9028,3891,3665,4654,4405,3551,3267,6352,5886,1627,1552,2618,2404,595,540,2914,2772,3044,3019,2213,2004,353,344,47,57,27727,25248,18081,16253,15563,13956,20921,19221,13054,12027,19240,17690,3563,3132,3740,3342,4160,3876,9970,8989,3918,3633,4629,4248,3312,3149,6229,5728,1702,1556,2534,2334,575,571,2933,2699,3111,2752,2213,2022,366,369,54,46
93年,27211,25224,17109,16027,16215,14691,21525,20023,12927,11863,19340,17836,3545,3044,4003,3589,4032,3896,9836,8934,3707,3570,4916,4360,3555,3236,6560,5900,1651,1583,2553,2371,540,476,2890,2563,3170,2960,2225,2107,389,345,51,42,27389,25693,18152,16394,16026,14990,21182,19553,13122,12166,19562,17989,3448,3211,3802,3593,4096,3743,9596,8838,3737,3542,4883,4457,3436,3248,6455,5981,1640,1516,2479,2448,563,541,2890,2708,3152,2971,2259,2132,383,360,46,50,27248,25291,17908,16347,16131,14498,21097,19425,12956,12154,19571,17814,3381,3227,3866,3692,4256,3725,9567,8757,3922,3642,4738,4345,3366,3248,6440,6008,1726,1491,2506,2385,568,522,2830,2724,3064,2847,2305,2058,387,352,43,50,27992,25572,18225,16471,15692,14466,21187,19810,13352,12764,19774,18314,3511,3440,3815,3452,4241,3849,9833,9019,3883,3645,4622,4388,3465,3155,6335,5874,1621,1535,2627,2394,586,534,2947,2820,3050,3026,2267,2105,355,348,44,57
94年,27233,25199,17400,16031,16315,15058,21803,19827,13191,11878,19187,17865,3463,3158,4005,3647,4054,3676,9715,8938,3697,3510,5013,4507,3657,3357,6353,5740,1657,1551,2437,2358,602,546,2744,2542,3276,2995,2275,2134,385,367,47,55,26996,25054,17255,16192,16240,14745,21570,20051,12927,11878,19343,17800,3548,3048,4016,3606,4030,3883,9796,8888,3695,3548,4903,4339,3548,3237,6573,5914,1643,1564,2532,2356,540,478,2868,2560,3173,2964,2239,2132,400,352,52,45,27177,25488,18375,16633,16083,15028,21187,19578,13157,12183,19533,17995,3439,3208,3807,3602,4098,3735,9557,8800,3745,3535,4868,4466,3408,3208,6460,5956,1635,1515,2456,2437,551,541,2852,2698,3163,2986,2306,2168,391,363,47,49,26931,25004,18184,16609,16171,14533,21163,19496,13000,12174,19558,17806,3378,3228,3833,3672,4234,3707,9538,8702,3903,3636,4711,4350,3296,3143,6431,6007,1727,1471,2496,2394,564,513,2859,2759,3089,2850,2375,2156,389,359,41,49
95年,22360,20972,14501,13187,13834,12680,17573,16155,10658,9569,15693,14677,2756,2637,3383,3062,3260,2953,8200,7643,3154,2914,4245,3859,3120,2828,5193,4821,1355,1323,2108,1816,489,456,2279,2149,2706,2439,1907,1732,314,312,41,39,27018,24967,17529,16224,16351,15124,21808,19824,13231,11898,19169,17825,3479,3173,4025,3655,4039,3674,9712,8912,3704,3527,4987,4487,3619,3290,6338,5735,1622,1550,2445,2348,600,547,2730,2527,3268,2994,2303,2166,406,378,45,54,26684,24861,17469,16338,16320,14775,21574,20071,12956,11900,19356,17793,3563,3050,3997,3588,4042,3867,9789,8877,3721,3549,4878,4371,3483,3167,6520,5875,1635,1546,2515,2341,537,482,2899,2595,3181,2974,2272,2186,407,370,47,45,26761,25145,18664,16967,16150,15054,21244,19617,13177,12218,19517,17995,3440,3243,3822,3557,4077,3723,9506,8760,3739,3538,4849,4448,3309,3093,6448,5923,1609,1511,2452,2402,551,537,2925,2748,3142,3008,2402,2287,406,373,46,46
96年,23820,21971,15269,13862,14678,13486,19164,17547,11205,10271,16666,15431,2842,2560,3682,3327,3558,3209,8727,7971,3298,2954,4507,4010,3030,2790,5299,4824,1443,1295,2108,1954,491,457,2355,2208,2949,2684,2125,1880,374,326,51,50,22173,20846,14675,13285,13880,12720,17611,16170,10662,9568,15694,14662,2761,2651,3386,3087,3258,2952,8157,7609,3161,2914,4251,3851,3076,2787,5163,4813,1357,1316,2081,1809,485,453,2265,2129,2695,2456,1945,1754,328,307,38,41,26761,24715,17777,16434,16364,15166,21839,19848,13247,11925,19146,17851,3488,3174,4029,3635,4024,3653,9682,8874,3725,3537,4981,4479,3553,3214,6324,5718,1602,1534,2445,2324,590,548,2740,2528,3283,3027,2360,2230,399,382,48,55,26324,24547,17715,16637,16361,14790,21623,20123,13000,11947,19333,17809,3572,3063,4005,3576,4026,3849,9748,8797,3722,3571,4867,4380,3376,3033,6524,5849,1607,1531,2503,2322,537,476,2938,2628,3192,2979,2383,2299,407,377,50,42
97年,25832,24000,16135,14798,16248,14737,20112,18571,12202,11208,18569,16966,3093,2769,3967,3699,3774,3464,9402,8357,3383,3162,4888,4378,3571,3084,5768,5247,1501,1391,2176,2009,585,501,2572,2434,3245,2993,2228,2059,438,412,60,43,23634,21808,15399,13983,14701,13501,19186,17535,11227,10281,16638,15427,2873,2553,3667,3299,3564,3202,8713,7983,3267,2948,4550,4048,2988,2755,5293,4802,1449,1288,2097,1945,493,464,2338,2207,2963,2698,2173,1921,374,335,52,53,21998,20659,14837,13457,13895,12764,17635,16217,10681,9581,15717,14668,2774,2652,3389,3066,3252,2941,8165,7595,3144,2883,4248,3842,2992,2732,5149,4789,1339,1302,2081,1798,491,451,2259,2115,2709,2479,2001,1828,332,318,40,42,26455,24519,18001,16612,16416,15201,21868,19904,13311,11954,19156,17851,3504,3188,3994,3586,3998,3638,9640,8860,3739,3523,4960,4494,3460,3129,6302,5693,1595,1527,2418,2300,592,548,2773,2553,3305,3046,2443,2325,399,379,51,57
98年,21732,19975,13206,12367,13660,12440,16986,15759,9991,9338,14886,13770,2596,2378,3572,3234,3340,3068,7920,7319,3081,2749,4190,3765,2915,2687,4734,4512,1332,1229,1874,1746,492,445,2071,1808,2861,2602,1858,1669,402,379,43,48,25653,23801,16342,14942,16235,14729,20100,18562,12214,11231,18604,17024,3082,2782,3957,3671,3752,3473,9387,8353,3372,3160,4917,4376,3527,3067,5751,5216,1510,1414,2186,2023,590,501,2552,2421,3239,3027,2261,2074,461,441,63,45,23371,21662,15646,14207,14738,13444,19153,17560,11218,10301,16653,15446,2898,2563,3634,3287,3564,3210,8696,7949,3295,2946,4510,4054,2939,2693,5297,4774,1468,1307,2111,1947,494,465,2355,2208,2985,2705,2213,1969,409,368,52,53,21757,20487,15041,13653,13915,12718,17679,16244,10684,9624,15737,14674,2785,2677,3347,3048,3241,2936,8122,7552,3157,2879,4241,3869,2973,2648,5138,4781,1360,1316,2080,1798,493,458,2284,2158,2716,2494,2021,1892,343,323,42,39
99年,20795,18925,12874,11782,13266,12182,16262,14934,9535,8657,14414,13164,2437,2230,3537,3124,3415,2900,7746,6991,2833,2626,3884,3643,2819,2594,4548,4277,1243,1223,1786,1637,449,415,1902,1759,2830,2502,1752,1567,394,354,51,45,21510,19813,13405,12461,13725,12487,17006,15791,9990,9358,14907,13791,2601,2394,3561,3202,3337,3082,7877,7314,3078,2749,4203,3763,2869,2642,4723,4514,1326,1217,1869,1748,492,448,2056,1799,2882,2604,1891,1686,409,381,45,47,25483,23676,16519,15080,16315,14794,20118,18620,12239,11219,18598,17029,3086,2797,3925,3637,3737,3487,9357,8333,3361,3164,4898,4353,3469,3025,5735,5213,1517,1391,2190,2019,591,496,2554,2408,3264,3029,2314,2119,462,440,62,49,23141,21473,15888,14436,14771,13495,19190,17574,11259,10333,16704,15467,2913,2583,3610,3267,3541,3186,8663,7896,3283,2955,4492,4046,2878,2612,5261,4744,1459,1311,2107,1929,494,466,2364,2223,3000,2724,2255,2041,412,363,53,51
100年,19644,17517,11859,10968,12341,11220,14880,13662,8857,8040,13260,12371,2297,2119,3208,3001,3033,2609,7275,6440,2503,2316,3774,3302,2539,2344,4082,3838,1150,991,1670,1489,479,377,1736,1506,2617,2373,1601,1466,389,345,49,45,20684,18783,12999,11905,13265,12179,16283,14953,9579,8685,14410,13215,2455,2243,3505,3118,3411,2890,7724,6968,2833,2628,3892,3658,2809,2565,4536,4249,1238,1210,1781,1636,450,413,1902,1740,2837,2531,1752,1598,388,351,49,45,21317,19653,13594,12580,13744,12505,17059,15856,10031,9396,14898,13757,2596,2399,3558,3197,3340,3057,7866,7307,3071,2749,4191,3775,2836,2608,4696,4495,1316,1206,1868,1754,493,451,2049,1798,2891,2637,1924,1712,412,379,46,46,25274,23448,16741,15271,16282,14794,20173,18666,12291,11285,18588,17035,3102,2818,3920,3613,3727,3471,9314,8311,3378,3164,4895,4359,3385,2957,5698,5178,1505,1376,2175,2004,589,499,2564,2391,3284,3056,2372,2160,464,442,59,45
