,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　　　,52歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　　　,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女
92年,26034,27154,20577,22071,10537,11257,15968,16571,13568,12841,20576,21276,2988,2919,2663,2472,3470,3310,8785,8130,3769,3409,5619,4664,4094,3432,6768,6110,1583,1616,2444,2320,588,586,2672,2749,2421,2498,1737,1949,338,403,70,41,21632,22688,17728,19416,8687,9372,14017,13976,11228,10466,17637,17981,2570,2463,2170,2027,3192,2897,7574,6844,3291,2864,4304,3549,3289,2822,5567,5164,1294,1284,2204,2050,541,534,2342,2408,1965,1986,1451,1499,277,274,73,33,20319,20701,16785,18128,8285,8679,12391,12402,10328,9940,15864,16205,2319,2285,2123,1985,2936,2676,6675,6486,3008,2802,4476,3744,3233,2875,5085,4862,1344,1367,1953,1979,485,484,2209,2247,1852,1911,1433,1520,312,288,57,39,17204,17698,14404,15315,6913,7489,10971,10869,9394,9189,14375,14851,1955,1957,1744,1624,2480,2376,6247,5743,2776,2509,3896,3440,2931,2675,4885,4594,1165,1095,1617,1707,415,418,1849,1855,1582,1664,1317,1358,294,262,56,54
93年,26197,27511,20364,22033,11187,11515,16095,16213,12888,12120,19704,20414,2906,2817,2643,2404,3623,3338,8297,7722,3758,3288,5039,4139,3953,3177,6316,5780,1561,1558,2329,2284,592,561,2825,2933,2385,2430,1810,1897,402,447,83,49,25922,27134,20330,21931,10563,11278,15841,16530,13489,12814,20379,21189,2965,2896,2669,2480,3460,3291,8679,8097,3723,3403,5560,4660,4094,3428,6701,6083,1562,1605,2414,2310,590,585,2645,2740,2387,2487,1720,1945,377,432,77,50,21467,22659,17502,19324,8684,9428,13879,13960,11127,10453,17447,17906,2559,2444,2178,2023,3174,2877,7530,6817,3266,2859,4256,3528,3281,2818,5505,5172,1285,1269,2173,2037,543,530,2341,2415,1939,1990,1422,1493,314,289,84,40,20192,20712,16534,17977,8276,8729,12282,12349,10256,9926,15700,16100,2310,2276,2133,1992,2926,2673,6598,6474,2986,2796,4426,3733,3207,2875,5009,4842,1318,1358,1927,1973,485,483,2181,2235,1829,1900,1414,1515,345,315,54,40
94年,26774,28470,20294,22029,11153,11772,16695,16921,13084,12495,20010,20786,2999,3005,2785,2525,3595,3296,8577,7819,3742,3245,4916,4117,3895,3256,6373,6055,1610,1552,2415,2250,589,602,2823,2898,2451,2471,1769,1734,484,421,104,63,26033,27501,20068,21808,11153,11598,15994,16200,12771,12082,19484,20292,2871,2830,2666,2422,3614,3325,8228,7712,3730,3277,5004,4130,3926,3209,6267,5767,1559,1545,2311,2300,604,573,2795,2924,2372,2425,1799,1892,482,490,91,56,25771,27134,20021,21715,10553,11300,15726,16459,13352,12789,20179,21106,2945,2883,2657,2527,3448,3313,8620,8047,3702,3405,5507,4649,4099,3442,6671,6055,1557,1608,2383,2299,598,593,2613,2722,2365,2484,1713,1923,430,480,93,56,21289,22625,17273,19143,8698,9458,13752,13896,11035,10430,17239,17793,2559,2442,2196,2054,3144,2878,7465,6791,3241,2852,4232,3523,3273,2822,5464,5167,1262,1259,2146,2033,547,537,2313,2422,1912,1993,1415,1482,353,334,90,46
95年,27469,29740,20611,22394,12074,12639,17298,17993,13615,13024,20489,21143,3034,3036,2890,2702,3842,3517,8785,8272,3901,3418,5076,4309,4010,3270,6519,6172,1555,1486,2617,2345,586,565,2943,2896,2614,2597,1831,1816,674,630,110,69,26611,28550,20220,22032,11145,11866,16599,16902,12976,12473,19864,20759,2997,2997,2784,2548,3592,3300,8485,7791,3715,3241,4851,4111,3851,3254,6323,6020,1597,1529,2382,2241,584,593,2791,2878,2425,2459,1755,1722,559,477,103,56,25845,27490,20020,21855,11125,11659,15897,16197,12680,12070,19303,20250,2856,2816,2663,2445,3595,3339,8174,7671,3689,3257,4966,4132,3917,3187,6187,5751,1538,1540,2292,2283,595,567,2773,2924,2335,2407,1762,1864,577,530,86,50,25592,27146,20002,21819,10554,11348,15633,16446,13218,12762,19996,21031,2918,2883,2676,2542,3440,3299,8546,7995,3684,3399,5415,4635,4065,3434,6600,6031,1541,1595,2351,2283,598,588,2595,2717,2328,2472,1679,1921,517,541,83,52
96年,29358,31381,21290,23389,13088,13254,18348,18649,14328,13563,21374,22454,3369,3197,3224,2856,3977,3426,9331,8529,4053,3715,5336,4504,4179,3451,6710,6381,1751,1701,2678,2601,688,558,3146,3150,2627,2666,1936,1957,720,583,90,77,27306,29787,20334,22154,12036,12700,17170,17938,13540,13005,20282,21088,3016,3037,2891,2710,3839,3530,8708,8250,3898,3418,5030,4316,3995,3284,6484,6129,1535,1483,2608,2338,585,568,2919,2905,2582,2578,1811,1819,744,674,111,72,26458,28629,19980,21838,11091,11897,16479,16881,12889,12450,19645,20646,2989,2996,2799,2562,3576,3299,8420,7771,3694,3229,4810,4114,3826,3253,6259,6005,1587,1521,2363,2216,587,591,2763,2854,2398,2448,1731,1711,627,510,98,59,25701,27554,19759,21666,11095,11701,15775,16137,12564,12035,19098,20165,2834,2813,2674,2467,3594,3350,8101,7654,3655,3262,4943,4120,3892,3176,6146,5736,1513,1539,2282,2289,589,569,2752,2917,2284,2382,1736,1847,630,577,89,51
97年,29909,32583,21088,23616,13529,14044,18602,19364,14783,14251,21539,22348,3484,3250,3274,2964,4246,3640,9740,8827,4036,3693,5424,4500,4344,3512,6763,6550,1816,1548,2765,2528,705,584,3139,3189,2583,2760,1950,1960,773,678,117,70,29253,31478,21001,23177,13061,13316,18229,18585,14215,13576,21234,22373,3360,3217,3228,2888,3986,3427,9270,8524,4043,3709,5327,4513,4159,3461,6668,6372,1741,1694,2646,2599,693,564,3113,3136,2604,2643,1929,1960,723,617,91,75,27177,29816,20098,21953,12020,12754,17052,17896,13443,12996,20102,21033,3010,3044,2891,2706,3824,3534,8641,8244,3875,3416,4995,4314,3996,3305,6420,6108,1527,1487,2575,2326,585,573,2895,2904,2561,2583,1800,1813,759,708,105,65,26315,28684,19697,21666,11047,11901,16321,16813,12827,12453,19501,20567,2969,3012,2790,2589,3561,3297,8383,7761,3675,3241,4799,4117,3813,3263,6215,5992,1573,1511,2335,2216,594,587,2757,2850,2384,2441,1710,1710,641,527,100,58
98年,28335,31503,19668,22486,13252,13674,17913,18621,14871,13924,20548,21739,3247,3099,3216,2892,4062,3611,8930,8300,3989,3612,5177,4285,4326,3320,6711,6551,1821,1586,2708,2503,756,635,3021,3081,2581,2691,1766,1940,918,802,114,72,29726,32600,20767,23320,13471,14059,18389,19303,14706,14235,21310,22263,3474,3254,3262,3002,4243,3653,9687,8793,4007,3729,5389,4518,4350,3538,6738,6541,1808,1576,2742,2538,736,597,3106,3180,2554,2740,1929,1965,841,770,112,68,29096,31570,20621,22876,12970,13340,18055,18540,14111,13524,21010,22264,3348,3219,3236,2926,3986,3454,9195,8492,4039,3714,5327,4534,4153,3477,6636,6398,1725,1716,2644,2622,712,583,3105,3122,2571,2613,1911,1957,768,683,90,78,27023,29828,19733,21730,11944,12761,16878,17822,13352,12975,19913,20927,3011,3056,2895,2728,3802,3543,8556,8221,3867,3428,4968,4335,3991,3314,6335,6107,1520,1501,2553,2321,612,585,2856,2887,2546,2579,1772,1806,829,792,108,63
99年,30068,33562,20467,23093,14153,14461,18850,19837,15035,14714,21223,22281,3398,3374,3538,3048,4190,3689,10052,9019,4188,3768,5570,4462,4511,3586,6823,6378,1873,1659,2675,2614,749,688,3218,3259,2839,2792,1989,2011,866,762,105,79,28252,31535,19420,22354,13290,13710,17780,18581,14761,13936,20398,21702,3236,3109,3195,2897,4036,3613,8851,8269,3972,3585,5139,4278,4295,3312,6622,6513,1795,1577,2679,2489,765,622,2972,3052,2556,2673,1751,1919,929,835,114,70,29605,32713,20522,23112,13429,14093,18299,19220,14605,14218,21153,22207,3460,3256,3250,3012,4213,3643,9608,8745,3984,3722,5354,4502,4307,3533,6687,6497,1794,1571,2718,2512,741,598,3060,3150,2525,2740,1914,1950,859,790,109,67,28999,31647,20378,22631,12946,13382,17924,18503,14014,13505,20852,22221,3333,3214,3226,2926,3968,3446,9117,8456,4007,3707,5272,4520,4116,3470,6541,6380,1705,1703,2623,2617,704,585,3080,3099,2533,2591,1883,1942,776,705,98,82
100年,30966,34480,20225,23238,14727,15180,19551,21060,15668,15056,21564,22307,3586,3512,3727,3233,4597,4072,9945,9195,4507,4022,5911,4730,4793,3822,7242,6697,1884,1696,2730,2715,769,686,3409,3271,2872,2862,1898,2007,906,773,130,69,29963,33636,20232,22838,14118,14521,18739,19803,14929,14683,21025,22212,3391,3380,3530,3061,4164,3695,9969,8999,4180,3773,5529,4473,4462,3575,6769,6351,1855,1653,2647,2592,757,680,3204,3257,2797,2772,1978,1991,896,828,105,80,28052,31579,19175,22178,13224,13735,17672,18533,14644,13888,20232,21668,3230,3099,3190,2895,4029,3612,8796,8223,3949,3625,5132,4284,4251,3308,6563,6491,1788,1575,2653,2488,782,621,2963,3046,2524,2657,1741,1895,982,877,107,69,29453,32780,20254,22905,13351,14102,18155,19155,14508,14186,20901,22091,3459,3253,3248,3013,4195,3638,9536,8735,3979,3715,5315,4511,4268,3523,6619,6475,1793,1556,2701,2502,741,606,3032,3129,2512,2735,1891,1951,912,848,105,69
