,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　　　,32歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35歲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　　　　,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女,新北市 / 男,新北市 / 女,臺北市 / 男,臺北市 / 女,桃園市 / 男,桃園市 / 女,臺中市 / 男,臺中市 / 女,臺南市 / 男,臺南市 / 女,高雄市 / 男,高雄市 / 女,宜蘭縣 / 男,宜蘭縣 / 女,新竹縣 / 男,新竹縣 / 女,苗栗縣 / 男,苗栗縣 / 女,彰化縣 / 男,彰化縣 / 女,南投縣 / 男,南投縣 / 女,雲林縣 / 男,雲林縣 / 女,嘉義縣 / 男,嘉義縣 / 女,屏東縣 / 男,屏東縣 / 女,臺東縣 / 男,臺東縣 / 女,花蓮縣 / 男,花蓮縣 / 女,澎湖縣 / 男,澎湖縣 / 女,基隆市 / 男,基隆市 / 女,新竹市 / 男,新竹市 / 女,嘉義市 / 男,嘉義市 / 女,金門縣 / 男,金門縣 / 女,連江縣 / 男,連江縣 / 女
92年,31132,31001,19018,22050,15823,15804,19995,21321,14513,13990,23280,22568,3670,3310,4011,3828,4744,3806,10369,9057,4270,3659,6142,4844,4620,3894,7562,6534,2128,1787,2904,2546,792,638,3394,3169,3313,3488,2014,2180,491,424,93,59,31648,31889,19873,23376,16236,16511,20873,22182,14879,14449,24259,22959,3896,3497,4227,3837,4690,3883,10276,9183,4379,3862,6296,4742,4849,3751,7591,6590,2318,1657,3044,2600,798,672,3408,3292,3563,3455,2162,2217,502,387,106,58,31790,32320,19926,23593,16474,16451,21418,22243,15065,14984,23697,22638,4083,3491,4288,3808,4699,3929,10450,9197,4491,3839,6503,4628,4780,3690,7435,6596,2256,1639,3031,2467,777,626,3486,3398,3517,3691,2113,2367,544,343,93,52,31163,32320,19832,23589,16246,16253,21555,22573,15448,14906,23921,22727,3915,3413,4165,3766,4703,3796,10469,9009,4625,3838,6471,4732,5028,3702,8035,6519,2202,1650,2951,2407,783,645,3485,3263,3541,3496,2169,2280,474,360,85,34
93年,30611,30126,18081,21290,15345,15705,19486,20970,13611,13727,22638,21897,3465,3204,3964,3718,4397,3775,10033,8973,4007,3541,5745,4775,4397,3548,7006,6167,2132,1718,2795,2437,756,682,3235,3050,3255,3436,1923,2016,565,444,88,65,31283,31224,18940,22136,16118,16079,20043,21479,14469,14041,23119,22538,3602,3263,4142,3919,4681,3764,10233,8945,4227,3601,6027,4752,4508,3802,7373,6454,2081,1747,2863,2506,774,634,3380,3165,3385,3561,2026,2178,530,447,95,65,31798,32123,19744,23370,16467,16778,20915,22268,14849,14421,24085,22935,3841,3467,4318,3924,4644,3886,10164,9104,4304,3819,6198,4689,4795,3679,7497,6518,2266,1627,2991,2584,792,659,3361,3276,3602,3521,2167,2229,531,417,119,61,31905,32458,19806,23656,16744,16624,21466,22351,15021,14987,23512,22604,4039,3461,4360,3869,4659,3961,10323,9106,4427,3794,6426,4529,4712,3621,7337,6570,2197,1606,2971,2468,766,633,3473,3373,3554,3692,2098,2381,572,363,92,53
94年,31100,30437,18160,20609,15385,15335,19541,20581,14026,13661,22814,22126,3573,3273,4099,3836,4354,3593,10089,9121,3809,3502,5783,4883,4309,3672,6901,6201,2022,1653,2753,2436,800,641,3111,3032,3059,3327,1920,2057,633,489,117,72,30754,30411,18048,21388,15557,15968,19569,21128,13559,13749,22412,21850,3418,3177,4120,3832,4323,3754,9891,8855,3950,3494,5658,4702,4343,3496,6931,6089,2097,1695,2744,2449,752,696,3193,3012,3305,3466,1914,2074,608,499,101,75,31390,31388,18858,22256,16319,16376,20021,21620,14384,14045,22951,22436,3581,3212,4261,4041,4634,3744,10077,8895,4188,3581,5934,4659,4446,3732,7299,6415,2042,1744,2834,2466,784,653,3359,3126,3401,3581,2032,2209,609,489,112,68,31863,32277,19717,23382,16605,16970,20926,22374,14787,14424,23928,22862,3773,3458,4409,3975,4602,3886,10065,8999,4223,3775,6107,4650,4753,3651,7467,6501,2230,1613,2951,2567,797,675,3321,3258,3618,3563,2152,2282,599,472,145,71
95年,31309,31062,18039,21045,15624,15740,19491,20263,13967,13725,22811,22200,3447,3246,4238,4124,4270,3645,10213,9270,3756,3457,5599,4841,4063,3535,6765,6111,1888,1576,2707,2415,756,709,3117,2919,3270,3394,1831,2128,633,593,112,78,31238,30629,18202,21007,15650,15657,19656,20855,13959,13712,22643,22130,3544,3222,4286,4002,4299,3606,9955,9019,3750,3443,5649,4767,4224,3607,6752,6049,1954,1605,2711,2398,779,628,3055,3011,3112,3412,1899,2097,686,531,111,68,30841,30661,18120,21679,15740,16224,19666,21307,13516,13760,22258,21918,3379,3142,4258,3952,4297,3756,9790,8810,3872,3453,5544,4632,4287,3414,6778,6001,2044,1662,2693,2457,737,679,3149,3016,3338,3522,1921,2132,658,537,88,68,31446,31535,18986,22575,16522,16597,20119,21789,14330,14027,22862,22475,3552,3202,4377,4144,4598,3709,9946,8832,4102,3561,5855,4590,4352,3673,7167,6358,1993,1702,2790,2462,754,646,3305,3102,3402,3601,2039,2234,668,548,109,58
96年,31714,32250,17446,20579,15789,15983,20389,20960,14213,14228,23057,22728,3402,3241,4049,4040,4300,3744,10750,9670,3876,3467,5929,4989,4159,3681,6973,6088,1922,1478,2658,2418,707,699,3005,2877,3226,3468,2018,2133,630,630,92,77,31571,31386,17914,21121,15753,15984,19580,20455,13928,13758,22644,22261,3408,3240,4368,4252,4249,3625,10059,9152,3673,3406,5542,4728,3997,3489,6642,6039,1828,1552,2665,2374,756,724,3073,2937,3367,3472,1811,2151,682,628,106,77,31364,31018,18187,21055,15833,15876,19731,21031,13910,13751,22433,22115,3522,3211,4393,4114,4278,3592,9847,8890,3698,3415,5517,4703,4155,3581,6662,5984,1926,1585,2660,2419,781,630,3028,3003,3156,3420,1901,2122,725,559,114,68,30966,30878,18007,21742,15891,16402,19730,21465,13494,13779,22117,21999,3330,3129,4338,4031,4279,3736,9674,8729,3826,3428,5481,4567,4228,3389,6682,5956,2002,1639,2652,2449,732,679,3124,2993,3355,3520,1919,2124,708,571,88,67
97年,37783,37334,20829,23775,18381,18492,23429,24236,17047,16525,26836,25912,3887,3536,4807,4952,4658,4246,11881,10999,4535,3914,6532,5945,4558,4123,7980,7174,2019,1852,2998,2714,863,842,3419,3231,3759,4172,2333,2507,793,711,107,65,31972,32614,17304,20780,16027,16236,20420,21140,14150,14301,22896,22664,3356,3231,4165,4118,4276,3733,10608,9554,3813,3401,5852,4940,4098,3576,6814,6002,1872,1466,2611,2393,727,703,2957,2857,3336,3605,1994,2136,642,653,89,80,31850,31734,17739,21210,15939,16227,19672,20603,13897,13719,22457,22260,3374,3245,4478,4310,4222,3628,9935,9049,3596,3367,5439,4706,3915,3445,6517,5952,1807,1531,2620,2365,752,723,3071,2896,3451,3563,1799,2187,684,645,98,74,31620,31377,18065,21024,15980,16017,19784,21142,13866,13778,22322,22069,3510,3208,4468,4170,4247,3584,9731,8863,3610,3399,5444,4705,4066,3506,6579,5935,1896,1578,2610,2402,792,634,2993,2968,3226,3472,1889,2157,730,583,116,67
98年,34607,35396,17497,20268,16854,17254,22088,22575,15683,15378,24021,23960,3643,3361,4309,4594,4581,4092,11420,10679,3992,3797,6267,5549,4448,4133,7442,6805,1926,1630,2753,2531,825,789,3039,3062,3483,3977,2030,2191,720,851,68,91,38231,38208,20526,23732,18607,18803,23410,24370,16963,16603,26546,25977,3860,3534,4915,5089,4620,4302,11708,10923,4442,3892,6460,5926,4493,4088,7858,7114,1999,1856,2970,2700,878,862,3383,3200,3888,4327,2307,2533,826,785,99,65,32241,33199,17051,20764,16196,16488,20438,21330,14131,14375,22681,22708,3318,3252,4236,4216,4276,3792,10437,9467,3734,3429,5811,4953,4026,3557,6708,6043,1855,1497,2575,2363,749,733,2920,2863,3425,3727,1964,2170,699,713,88,77,32082,32299,17585,21179,16015,16461,19626,20732,13845,13798,22255,22356,3332,3252,4531,4386,4189,3670,9809,9021,3545,3350,5388,4722,3857,3451,6428,5966,1803,1527,2614,2379,757,745,3032,2877,3520,3636,1789,2201,724,706,105,73
99年,36834,36894,19289,22213,17844,18314,23396,23781,16806,15851,24891,25025,3665,3554,4502,4732,4663,4439,11924,11139,4206,3769,6176,5828,4466,4211,7609,6912,1917,1738,2870,2556,891,787,3092,3106,3788,4194,2235,2349,775,870,95,64,34627,35448,17928,21108,17039,17583,22126,22742,15634,15381,23853,24025,3581,3308,4373,4644,4559,4097,11245,10510,3935,3725,6106,5422,4338,4054,7263,6661,1885,1585,2690,2507,816,799,2966,3001,3596,4090,2000,2168,735,882,60,92,38098,38189,21097,24630,18871,19087,23437,24515,16845,16582,26378,25968,3785,3526,4964,5137,4581,4289,11484,10762,4360,3837,6356,5824,4411,3997,7661,6978,1982,1826,2905,2654,864,874,3315,3117,3986,4423,2248,2537,853,816,96,69,32158,33174,17480,21418,16366,16703,20481,21455,14091,14372,22548,22716,3271,3251,4259,4233,4239,3804,10253,9430,3658,3374,5711,4890,3927,3527,6574,5943,1822,1468,2538,2360,743,730,2839,2821,3526,3763,1950,2164,714,727,91,69
100年,37584,37974,20883,24142,18243,18773,24335,24455,17152,16521,25303,25229,3753,3591,4535,4854,4982,4667,12256,11386,4464,4061,6363,5979,4398,4108,7699,6861,1860,1615,2806,2633,800,865,3131,2910,3864,4495,2167,2261,816,932,108,85,36519,36892,20399,23593,17878,18279,23416,23948,16770,15899,24626,24914,3577,3475,4593,4815,4648,4462,11715,10978,4099,3661,6040,5656,4363,4090,7395,6715,1871,1675,2807,2517,885,781,2990,3007,3887,4283,2175,2317,806,931,109,64,34208,35362,19000,22178,17106,17601,22124,22912,15588,15412,23649,23912,3511,3255,4429,4706,4565,4109,11072,10365,3846,3652,6017,5329,4232,3944,7075,6508,1822,1542,2635,2476,800,792,2865,2936,3670,4113,1954,2186,768,917,61,89,37562,38041,22294,25732,18900,19033,23470,24724,16752,16568,26114,25919,3709,3490,5073,5168,4578,4304,11290,10598,4261,3780,6224,5747,4321,3892,7500,6851,1933,1794,2858,2628,854,862,3233,3003,4065,4498,2217,2544,885,868,98,65
